lineage	KENYA_30_SAMPLE_POOL_20M.bracken	KENYA_30_SAMPLE_POOL_50M.bracken	KENYA_30_SAMPLE_POOL.bracken	KENYA_POP_POOL_20M.bracken	KENYA_POP_POOL_50M.bracken	UK_30_SAMPLE_POOL_20M.bracken	UK_30_SAMPLE_POOL_50M.bracken	UK_30_SAMPLE_POOL.bracken	UK_POP_POOL_20M.bracken	UK_POP_POOL_50M.bracken
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. S1D4-20	0	0	18	0	19	0	14	34	5	5
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. WAC00276	0	0	1	0	1	0	0	0	1	0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. F12	0	0	2	1	2	0	0	1	0	0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. G11C(2021)	0	0	8	0	0	0	0	8	0	8
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. LBUM 1482	0	0	16	0	0	0	0	24	20	47
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces libani	0	0	8	0	0	0	0	4	0	21
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinoalloteichus;s__Actinoalloteichus fjordicus	0	0	94	0	34	31	62	219	19	56
k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Nostocales;f__Nostocaceae;g__Anabaena;s__Anabaena sp. YBS01	0	0	156	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. M16.1	0	0	15	4	13	0	7	14	0	2
k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Chroococcales;f__Microcystaceae;g__Microcystis;s__Microcystis viridis	0	0	11	0	6	0	10	11	0	0
k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Oscillatoriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix tepida	0	0	4	5	3	0	3	5	6	16
k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya;s__Leptolyngbya sp. Cla-17	0	0	2	1	1	1	3	7	0	0
k__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma sp. SV19	0	0	10	7	11	4	10	32	8	8
k__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Phytoplasma;s__Mulberry dwarf phytoplasma	0	0	13	0	5	2	0	22	3	0
k__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Phytoplasma;s__Paulownia witches'-broom phytoplasma	0	0	5	0	2	0	0	2	0	0
k__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Phytoplasma;s__Maize bushy stunt phytoplasma	0	0	5	0	0	0	0	0	0	0
k__Bacteria;p__Mycoplasmatota;c__;o__Mycoplasmoidales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma arthritidis	0	0	3	2	4	4	12	34	2	2
k__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides sp. UCH007	0	0	10	0	15	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	0	0	16	0	0	90	337	1143	106	464
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. BFG-637	0	0	11	0	0	208	207	1276	97	128
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium keumense	0	0	43	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. AHE13PA	0	0	18	4	7	0	6	18	13	8
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides sp. ZB35	0	0	12	0	13	0	0	7	0	0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga sp. HaHa_2_1	0	0	25	8	16	16	7	45	0	0
k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus sp. TR-M5	0	0	34	20	42	0	0	16	0	11
k__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga pendula	0	0	177	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia muridarum	0	0	6	1	5	0	0	1	1	1
k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter sp. CFSAN093227	0	0	36	0	8	0	0	17	0	0
k__Bacteria;p__Thermodesulfobacteriota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas;s__Thermosulfurimonas sp. F29	0	0	2	0	0	0	0	1	0	0
k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema sp. OMZ 798	0	0	353	0	0	0	0	0	0	0
k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borrelia;s__Borrelia venezuelensis	0	0	5	0	0	0	0	7	0	0
k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella spielmanii	0	0	4	2	2	0	2	4	0	2
k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella turdi	0	0	2	1	3	0	1	2	0	0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp. NMCA1	0	0	20	0	0	18	35	103	7	20
k__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga;s__Pseudothermotoga lettingae	0	0	74	17	0	0	0	0	0	0
k__Bacteria;p__;c__;o__;f__;g__;s__uncultured bacterium	0	0	1	0	1	0	4	9	1	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp. THM-2	0	0	12	0	3	3	3	11	2	4
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter sp. KEPCO-1	0	0	4	0	0	0	0	0	0	1
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus	0	0	1	1	2	1	6	11	3	5
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus sp. SVX81	0	0	5	4	6	0	5	16	0	2
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula marismortui	0	0	12	0	4	3	12	28	7	0
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp. CBA1115	0	0	6	0	3	3	0	17	0	0
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium sp. BOL4-2	0	0	19	0	8	9	26	75	0	3
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium sp. GSL-19	0	0	10	0	0	0	0	12	0	0
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium noricense	0	0	4	3	2	2	10	39	7	11
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium salinarum	0	0	14	0	10	0	0	0	0	13
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natronoarchaeaceae;g__Salinarchaeum;s__Salinarchaeum sp. IM2453	0	0	2	4	2	4	3	26	1	10
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii	0	0	1	1	1	1	23	61	5	19
k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus piezophilus	0	0	8	0	6	2	2	6	0	5
k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus gammatolerans	0	0	3	1	5	0	3	11	5	6
k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus radiotolerans	0	0	1	0	0	0	0	7	0	0
k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus sp. E5-1-F	0	0	1	0	2	1	0	2	0	0
k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignicoccus;s__Ignicoccus islandicus	0	0	4	0	2	3	3	14	2	3
k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignicoccus;s__Ignicoccus hospitalis	0	0	1	0	1	0	0	1	0	5
k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Hyperthermus;s__Hyperthermus butylicus	0	0	1	1	0	1	3	12	2	8
k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__Infirmifilum;s__Infirmifilum uzonense	0	0	5	1	2	2	1	9	2	0
k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum pendens	0	0	1	0	2	0	3	4	4	1
k__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus piranensis	0	0	2	1	8	0	1	6	0	1
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;f__Suoliviridae;g__Chuhaivirus;s__Chuhaivirus simiae	0	0	2	0	2	0	0	3	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;f__Steigviridae;g__Kahnovirus;s__Kahnovirus oralis	0	0	1	0	1	0	0	1	5	21
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;f__Steigviridae;g__Mahlunavirus;s__Mahlunavirus rarus	0	0	4	1	1	2	2	15	1	1
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;f__Steigviridae;g__Lahndsivirus;s__Lahndsivirus rarus	0	0	1	1	1	2	15	30	0	1
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Paclarkvirus;s__Paclarkvirus ARI04684	0	0	11	2	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Miamivirus;s__Miamivirus miami	0	0	3	0	1	1	1	4	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Streptococcus phage SMP	0	0	2	0	0	0	0	2	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Streptococcus phage phiARI0031	0	0	7	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Pseudomonas phage Lu11	0	0	2	0	0	0	0	0	1	2
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Sphingomonas phage PAU	0	0	2	0	1	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Rothia phage Spartoi	0	0	2	1	2	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Paclarkvirus;s__Paclarkvirus IPP39	0	0	6	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Clostridium phage vB_CpeS-CP51	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Sophritavirus;s__Sophritavirus sophrita	0	0	1	1	0	0	3	5	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Lactobacillus phage LfeSau	0	0	1	1	0	3	6	27	1	2
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Shewanella sp. phage 1/40	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Tetraselmis viridis virus S20	0	0	1	0	0	0	1	1	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Tsukamurella phage TPA2	0	0	1	0	0	0	0	0	0	1
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Rhodococcus phage E3	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Snuvirus;s__Snuvirus SNUABM7	0	0	1	0	0	0	0	0	1	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Streptococcus phage phiARI0131-1	0	0	2	2	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Yangshan Harbor Nitrososphaeria virus	0	0	1	0	1	0	0	1	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Enterobacteria phage SfI	0	0	8	0	0	0	0	15	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Shigella phage SfII	0	0	5	0	1	3	3	12	1	3
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Streptococcus phage Dp-1	0	0	1	0	1	1	1	6	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Pseudomonas phage Kremar	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Serwervirus;s__Serwervirus 201phi21	0	0	1	0	1	0	0	0	0	1
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Basiliskvirus;s__Basiliskvirus bak10	0	0	1	1	3	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Aliceevansviridae;g__Brussowvirus;s__Brussowvirus VS2018a	0	0	1	0	2	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Streptococcus phage phiARI0468-2	0	0	2	5	12	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Bacillus phage 0305phi8-36	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Mycobacterium phage MalagasyRose	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Pseudomonas phage phi297	0	0	2	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Pelagibacter phage HTVC008M	0	0	1	0	0	1	2	6	0	3
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Bacillus phage 0105phi7-2	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Klebsiella phage YX3973	0	0	1	1	4	135	337	1167	107	227
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Klebsiella phage VLCpiS13f	0	0	1	0	0	9	36	80	4	11
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__Yersinia phage phiR1-37	0	0	1	0	2	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Piorkowskivirus;s__Piorkowskivirus CHPC577	0	0	2	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Vequintavirus;s__Vequintavirus FV3	0	0	1	240	599	0	0	2	0	1
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Mydovirus;s__Mydovirus mydo	0	0	18	4	3	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Seunavirus;s__Seunavirus GAP31	0	0	2	1	6	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Henunavirus;s__Henunavirus SNUABM01	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus gizh	0	0	20	35	64	0	0	0	3	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus pd112	0	0	14	65	187	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus ec121	0	0	9	110	321	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus cromcrrp10	0	0	10	27	121	0	3	7	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus pp01	0	0	6	55	114	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus RB18	0	0	9	44	117	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus ime537	0	0	7	26	64	0	0	0	2	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus ecomnbg2	0	0	5	29	130	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus nbeco	0	0	5	66	155	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus shfml26	0	0	5	70	133	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus ecomime340	0	0	4	89	219	0	0	0	0	1
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus pst	0	0	5	38	93	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus deeone	0	0	6	23	60	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus ecombl75	0	0	6	34	99	0	0	0	0	4
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus ecomufv133	0	0	2	60	106	0	0	0	0	1
NA	0	0	4	36	69	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus vtec	0	0	4	33	86	0	0	0	0	3
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus T4	0	0	1	36	123	0	0	0	0	1
NA	0	0	4	13	56	0	0	0	3	3
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus RB32	0	0	2	13	18	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus sf22	0	0	4	16	27	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus hy03	0	0	2	49	96	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus aplgate	0	0	4	9	74	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus RB3	0	0	2	24	52	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus ecml134	0	0	2	34	81	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Tequatrovirus;s__Tequatrovirus e112	0	0	2	10	38	0	0	0	0	4
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Dhakavirus;s__Dhakavirus ime348	0	0	2	2	7	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Dhakavirus;s__Dhakavirus vr5	0	0	1	5	21	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Moonvirus;s__Moonvirus kayemsixteen	0	0	8	0	2	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Kagamiyamavirus;s__Kagamiyamavirus ecs1	0	0	7	1	4	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Winklervirus;s__Winklervirus chi14	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Ishigurovirus;s__Ishigurovirus osborne	0	0	5	0	0	2	1	3	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Ceceduovirus;s__Ceceduovirus aszj	0	0	2	3	3	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Hadassahvirus;s__Hadassahvirus pht2	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Lazarusvirus;s__Lazarusvirus fhyacithree	0	0	1	1	1	0	0	2	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Straboviridae;g__Bragavirus;s__Bragavirus pm5461	0	0	1	0	1	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Nonagvirus;s__Nonagvirus JenP2	0	0	5	131	383	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Demerecviridae;g__Tequintavirus;s__Tequintavirus shivani	0	0	13	5	17	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Demerecviridae;g__Epseptimavirus;s__Epseptimavirus bastian	0	0	2	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Demerecviridae;g__Shenzhenvirus;s__Shenzhenvirus AhSzq1	0	0	1	0	1	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Demerecviridae;g__Shenzhenvirus;s__Shenzhenvirus AhSzw1	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Demerecviridae;g__Priunavirus;s__Priunavirus PR1	0	0	2	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Mooglevirus;s__Mooglevirus mordin	0	0	1	0	0	0	2	2	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Mooglevirus;s__Mooglevirus Sf17	0	0	1	0	1	0	0	0	2	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Kolesnikvirus;s__Kolesnikvirus M7	0	0	2	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Herelleviridae;g__Wphvirus;s__Bacillus phage Zuko	0	0	6	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Herelleviridae;g__Goettingenvirus;s__Goettingenvirus goe8	0	0	3	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Herelleviridae;g__Caeruleovirus;s__Caeruleovirus JBP901	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Herelleviridae;g__Moonbeamvirus;s__Moonbeamvirus moonbeam	0	0	2	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Herelleviridae;g__Siophivirus;s__Siophivirus SIOphi	0	0	4	0	0	0	1	2	1	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Herelleviridae;g__Sepunavirus;s__Sepunavirus IPLAC1C	0	0	4	2	0	0	1	2	71	208
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Herelleviridae;g__Twortvirus;s__Twortvirus twort	0	0	1	0	0	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Jerseyvirus;s__Salmonella phage blauehaus	0	0	4	0	1	0	1	2	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Jerseyvirus;s__Salmonella phage MET_P1_001_43	0	0	2	5	21	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Jerseyvirus;s__Salmonella phage STP03	0	0	1	8	24	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__;g__Jerseyvirus;s__Jerseyvirus jersey	0	0	1	3	11	0	0	0	1	2
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Autographiviridae;g__Drulisvirus;s__Drulisvirus minorna	0	0	2	5	12	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Autographiviridae;g__Drulisvirus;s__Drulisvirus KpV71	0	0	1	9	19	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Autographiviridae;g__Teetrevirus;s__Teetrevirus YeF10	0	0	6	0	1	0	0	0	0	0
k__Viruses;p__Uroviricota;c__Caudoviricetes;o__;f__Autographiviridae;g__Kayfunavirus;s__Kayfunavirus ST31	0	0	1	0	0	0	0	0	0	0
